,MUNICIPALITY_NAME,geometry
981,MADESIMO,POINT (9.3281389 46.4615916)
982,CECIMA,POINT (9.0726903 44.8412549)
983,PORTO VALTRAVAGLIA,POINT (8.6938363 45.9582462)
984,PANCARANA,POINT (9.0481089 45.0810505)
985,CHIARI,POINT (9.9173561 45.5272482)
986,TROVO,POINT (9.041438 45.2885593)
987,VERDELLO,POINT (9.6377609 45.6006782)
988,CASALETTO DI SOPRA,POINT (9.792812 45.4141451)
989,LOMELLO,POINT (8.7925924 45.1209784)
990,OTTOBIANO,POINT (8.8251469 45.1599014)
991,MARMIROLO,POINT (10.7488512 45.2558141)
992,ROVETTA,POINT (10.0035558 45.9078663)
993,ZECCONE,POINT (9.190081 45.2600074)
994,SEVESO,POINT (9.142502 45.6462207)
995,CARATE URIO,POINT (9.1173905 45.8804791)
996,SABBIONETA,POINT (10.5296974 45.0126191)
997,TEMU',POINT (10.4786464 46.2574403)
998,MARNATE,POINT (8.9143959 45.6308798)
999,SORICO,POINT (9.4066374 46.1884841)
1000,SESTO CALENDE,POINT (8.6302905 45.7443509)
1001,AGNOSINE,POINT (10.3462062 45.6397267)
1002,MALEO,POINT (9.766196 45.1648384)
1003,SOLZA,POINT (9.4891777 45.6782051)
1004,FUSINE,POINT (9.7605113 46.106241)
1005,COLORINA,POINT (9.7197717 46.1417057)
1006,TURBIGO,POINT (8.7366307 45.5258259)
1007,RIVAROLO DEL RE ED UNITI,POINT (10.4654423 45.0366203)
1008,CADORAGO,POINT (9.0481028 45.7215397)
1009,FORCOLA,POINT (9.6847169 46.1356936)
1010,PEIA,POINT (9.9148215 45.794583)
1011,CASSIGLIO,POINT (9.6077351 45.9551467)
1012,BAREGGIO,POINT (8.9983944 45.4779884)
1013,SERNIO,POINT (10.212465 46.2247946)
1014,CARBONATE,POINT (8.9342972 45.6954199)
1015,VOLONGO,POINT (10.3017078 45.2060749)
1016,CREMIA,POINT (9.2581415 46.0888964)
1017,ISEO,POINT (10.0400027 45.6657643)
1018,CANTU',POINT (9.134194 45.7377352)
1019,FILIGHERA,POINT (9.3172205 45.177238)
1020,NOVATE MEZZOLA,POINT (9.5004421 46.2418675)
1021,NAVE,POINT (10.2909089 45.5906205)
1022,MEDOLAGO,POINT (9.4957439 45.673338)
1023,COPIANO,POINT (9.3340683 45.194384)
1024,CURNO,POINT (9.60719 45.6861491)
1025,CAVENAGO DI BRIANZA,POINT (9.4206211 45.5840018)
1026,CASELLE LURANI,POINT (9.3613434 45.2724221)
1027,VERMEZZO CON ZELO,POINT (8.9815036 45.3908596)
1028,SENNA LODIGIANA,POINT (9.5947007 45.1358169)
1029,DONGO,POINT (9.2667822 46.124858)
1030,CASTELLETTO DI BRANDUZZO,POINT (9.0949777 45.0717651)
1031,PADENGHE SUL GARDA,POINT (10.5558882 45.5060864)
1032,MARCHIROLO,POINT (8.8345395 45.9421234)
1033,PIATEDA,POINT (9.9163353 46.1061914)
1034,DERVIO,POINT (9.3190428 46.078473)
1035,CUSINO,POINT (9.1747315 46.0870301)
1036,CASATISMA,POINT (9.1223355 45.053877)
1037,STEZZANO,POINT (9.6512084 45.6462073)
1038,PRADALUNGA,POINT (9.7921507 45.738653)
1039,TARTANO,POINT (9.6939704 46.1032269)
1040,FUIPIANO VALLE IMAGNA,POINT (9.5338584 45.8575675)
1041,MURA,POINT (10.3441698 45.7159296)
1042,CALVAGESE DELLA RIVIERA,POINT (10.4569401 45.5284822)
1043,ARGEGNO,POINT (9.1250561 45.9422633)
1044,CREDARO,POINT (9.9148246 45.6616954)
1045,CAPRINO BERGAMASCO,POINT (9.5002994 45.7604292)
1046,GOITO,POINT (10.6491819 45.2503939)
1047,SOLBIATE CON CAGNO,POINT (8.9204587 45.8004736)
1048,PONTE NOSSA,POINT (9.88604 45.8615372)
1049,VILLA DI TIRANO,POINT (10.144499 46.1916195)
1050,FIORANO AL SERIO,POINT (9.8357934 45.8043632)
1051,SAN COLOMBANO AL LAMBRO,POINT (9.4848876 45.1817321)
1052,OLTRONA DI SAN MAMETTE,POINT (8.970652 45.7550262)
1053,CARATE BRIANZA,POINT (9.2364401 45.6758646)
1054,SPINO D'ADDA,POINT (9.4836339 45.3930566)
1055,BORGO MANTOVANO,POINT (11.1207351 45.0243271)
1056,ROCCA DE' GIORGI,POINT (9.252323 44.9542528)
1057,PASTURO,POINT (9.419517 45.9481347)
1058,ROBECCO PAVESE,POINT (9.1508595 45.0526307)
1059,COLOGNO AL SERIO,POINT (9.7110572 45.5751092)
1060,ISORELLA,POINT (10.3143679 45.3064743)
1061,REDONDESCO,POINT (10.519725 45.1764634)
1062,CASELLE LANDI,POINT (9.8077163 45.0912984)
1063,SESTO SAN GIOVANNI,POINT (9.2393357 45.5370537)
1064,LIMONE SUL GARDA,POINT (10.7983294 45.8202792)
1065,SORESINA,POINT (9.8485577 45.2916016)
1066,SALERANO SUL LAMBRO,POINT (9.385971 45.2906587)
1067,MASCIAGO PRIMO,POINT (8.7887645 45.9180865)
1068,VEDANO OLONA,POINT (8.8881335 45.7707123)
1069,RONCO BRIANTINO,POINT (9.403568 45.666201)
1070,OLMO AL BREMBO,POINT (9.6513464 45.970116)
1071,BAGNOLO SAN VITO,POINT (10.8977382 45.0792117)
1072,MEZZOLDO,POINT (9.6597242 46.0245275)
1073,CORNATE D'ADDA,POINT (9.4721485 45.6440305)
1074,LUISAGO,POINT (9.0434997 45.7610306)
1075,BOVEZZO,POINT (10.2495036 45.6016032)
1076,PUSIANO,POINT (9.2821986 45.8199075)
1077,TEGLIO,POINT (10.0957377 46.1392663)
1078,OLMENETA,POINT (10.033105 45.2401931)
1079,FAGNANO OLONA,POINT (8.8719685 45.6618975)
1080,VILMINORE DI SCALVE,POINT (10.0692671 46.0124017)
1081,MARUDO,POINT (9.3740835 45.2558261)
1082,CILAVEGNA,POINT (8.7542025 45.3114305)
1083,CASSINA DE PECCHI,POINT (9.376846 45.5149194)
1084,TERNATE,POINT (8.6977517 45.7850549)
1085,SAN BARTOLOMEO VAL CAVARGNA,POINT (9.1562109 46.0951995)
1086,PORLEZZA,POINT (9.1201882 46.0280903)
1087,MALNATE,POINT (8.8826095 45.7981754)
1088,VANZAGHELLO,POINT (8.7777189 45.5835654)
1089,BULGAROGRASSO,POINT (9.0082976 45.7492193)
1090,LURAGO D'ERBA,POINT (9.2178441 45.7570516)
1091,EDOLO,POINT (10.3722551 46.176576)
1092,BAGOLINO,POINT (10.4557449 45.8645897)
1093,LEZZENO,POINT (9.1909185 45.9418973)
1094,SOLFERINO,POINT (10.558172 45.3661491)
1095,ZONE,POINT (10.1336146 45.7623524)
1096,BLELLO,POINT (9.5719807 45.8356821)
1097,GROPELLO CAIROLI,POINT (8.9945785 45.1732988)
1098,CONCESIO,POINT (10.2155781 45.6114686)
1099,CAIOLO,POINT (9.8173202 46.1023943)
1100,MORNAGO,POINT (8.7520589 45.7361586)
1101,TRESCORE BALNEARIO,POINT (9.8562659 45.6982177)
1102,VITTUONE,POINT (8.9567408 45.4774556)
1103,BESANA IN BRIANZA,POINT (9.2742767 45.6946908)
1104,BALLABIO,POINT (9.4203478 45.9030946)
1105,SULZANO,POINT (10.1062367 45.6816764)
1106,GARLATE,POINT (9.4006697 45.8107625)
1107,CHIEVE,POINT (9.6134756 45.3371018)
1108,CONCOREZZO,POINT (9.3347104 45.5913105)
1109,CUSAGO,POINT (9.0283316 45.4476777)
1110,CASTELVERDE,POINT (9.9939723 45.2010107)
1111,BATTUDA,POINT (9.0636473 45.2717483)
1112,TOVO DI SANT'AGATA,POINT (10.263823 46.2319758)
1113,BRANZI,POINT (9.7816614 46.004231)
1114,CHIESA IN VALMALENCO,POINT (9.7990264 46.2957909)
1115,RENATE,POINT (9.2783476 45.7224952)
1116,MONTE CREMASCO,POINT (9.5698155 45.3748434)
1117,COMERIO,POINT (8.7419234 45.8525551)
1118,GORNATE OLONA,POINT (8.8616036 45.7355463)
1119,DAIRAGO,POINT (8.8527692 45.5632769)
1120,GABBIONETA BINANUOVA,POINT (10.2036004 45.2184314)
1121,TRAVACO' SICCOMARIO,POINT (9.1776414 45.1475639)
1122,ALBAREDO PER SAN MARCO,POINT (9.6149623 46.078597)
1123,SOMMO,POINT (9.0826172 45.1237213)
1124,LEVATE,POINT (9.6265858 45.6289381)
1125,EUPILIO,POINT (9.2691042 45.8147086)
1126,SAN FELICE DEL BENACO,POINT (10.5791789 45.5880271)
1127,ABBIATEGRASSO,POINT (8.9016879 45.3700246)
1128,ANNICCO,POINT (9.8844629 45.2519152)
1129,CABIATE,POINT (9.170539 45.6758601)
1130,GUDO VISCONTI,POINT (8.9912959 45.3821978)
1131,CLUSONE,POINT (9.936459 45.8756945)
1132,MOGGIO,POINT (9.5100017 45.9129996)
1133,DOMASO,POINT (9.330317 46.1457536)
1134,CESANA BRIANZA,POINT (9.3003077 45.8204732)
1135,OPERA,POINT (9.2096343 45.3794236)
1136,PIANTEDO,POINT (9.4260139 46.1221916)
1137,MISANO DI GERA D'ADDA,POINT (9.6290211 45.4675019)
1138,CAIRATE,POINT (8.8645112 45.6863194)
1139,RONCELLO,POINT (9.4593197 45.6006904)
1140,BORNASCO,POINT (9.2080654 45.267382)
1141,LINAROLO,POINT (9.2555211 45.1478164)
1142,ASSO,POINT (9.2651421 45.8671505)
1143,RHO,POINT (9.0514282 45.5310434)
1144,PUEGNAGO SUL GARDA,POINT (10.5125037 45.5711097)
1145,PONNA,POINT (9.1130537 45.9955731)
1146,ROGOLO,POINT (9.4809618 46.1094204)
1147,BARBIANELLO,POINT (9.208017 45.0785354)
1148,TREZZANO SUL NAVIGLIO,POINT (9.0571327 45.4218941)
1149,BRUSIMPIANO,POINT (8.8796868 45.9397551)
1150,GARLASCO,POINT (8.9344764 45.2057786)
1151,ERBA,POINT (9.2187876 45.8162262)
1152,CASTELLI CALEPIO,POINT (9.8988815 45.6318333)
1153,GRUMELLO DEL MONTE,POINT (9.8734771 45.6377023)
1154,ALBAREDO ARNABOLDI,POINT (9.2427306 45.1113335)
1155,BERGAMO,POINT (9.6665313 45.6934118)
1156,CANNETO SULL'OGLIO,POINT (10.3751847 45.1626628)
1157,CLAINO CON OSTENO,POINT (9.0924329 46.0095067)
1158,MOSCAZZANO,POINT (9.6780725 45.2930373)
1159,MARTIGNANA DI PO,POINT (10.378894 45.0043918)
1160,CASALETTO VAPRIO,POINT (9.6421982 45.4102434)
1161,OFFANENGO,POINT (9.7500358 45.3866629)
1162,VARENNA,POINT (9.2908782 45.9891078)
1163,CASTRONNO,POINT (8.811001 45.7527705)
1164,OFFLAGA,POINT (10.1117522 45.3789738)
1165,REMEDELLO,POINT (10.3672206 45.2711321)
1166,BRUGHERIO,POINT (9.2966825 45.5541319)
1167,OLIVA GESSI,POINT (9.1854404 45.0009472)
1168,AGRA,POINT (8.7638334 46.0367834)
1169,RONCOLA,POINT (9.5428439 45.7803622)
1170,CHIURO,POINT (10.0108279 46.220456)
1171,IDRO,POINT (10.497835 45.7610821)
1172,LIVO,POINT (9.2921579 46.2009836)
1173,VARZI,POINT (9.2186449 44.8044431)
1174,DESENZANO DEL GARDA,POINT (10.5646346 45.4524613)
1175,OSSIMO,POINT (10.2217262 45.9682818)
1176,SEGRATE,POINT (9.2858815 45.4827591)
1177,CIVO,POINT (9.58899 46.1788416)
1178,MAIRAGO,POINT (9.5870621 45.2543424)
1179,OSSAGO LODIGIANO,POINT (9.5378806 45.2432821)
1180,RIPALTA ARPINA,POINT (9.7201201 45.2880274)
1181,NOVA MILANESE,POINT (9.1938545 45.5893516)
1182,CELLATICA,POINT (10.1792542 45.5745943)
1183,MORNICO AL SERIO,POINT (9.8029067 45.584532)
1184,MEZZANINO,POINT (9.2049228 45.1246017)
1185,GOMBITO,POINT (9.736955 45.2541918)
1186,VELEZZO LOMELLINA,POINT (8.7369967 45.1576761)
1187,AZZATE,POINT (8.7901796 45.7777662)
1188,ERBUSCO,POINT (9.9594344 45.5937107)
1189,VIGGIU',POINT (8.9064415 45.8680318)
1190,SAREZZO,POINT (10.2023523 45.6626195)
1191,POLAVENO,POINT (10.1313971 45.6669701)
1192,MONVALLE,POINT (8.6181116 45.8549863)
1193,BORGARELLO,POINT (9.151095 45.2406496)
1194,GORLA MINORE,POINT (8.9154617 45.6492344)
1195,PADERNO FRANCIACORTA,POINT (10.0858158 45.5812985)
1196,DALMINE,POINT (9.5992406 45.6467653)
1197,CAPERGNANICA,POINT (9.6459769 45.3310726)
1198,CALCO,POINT (9.4264024 45.7246624)
1199,CEDRASCO,POINT (9.7883953 46.105109)
1200,CORTENOVA,POINT (9.3890963 45.9938846)
1201,SONICO,POINT (10.4105413 46.1416114)
1202,CUGGIONO,POINT (8.7953903 45.5070459)
1203,MEZZAGO,POINT (9.4427906 45.6308925)
1204,RIVAROLO MANTOVANO,POINT (10.4530126 45.0673097)
1205,MESENZANA,POINT (8.7528344 45.9453817)
1206,OLEVANO DI LOMELLINA,POINT (8.7189309 45.2049313)
1207,ARDENNO,POINT (9.6469078 46.1805875)
1208,VIADANA,POINT (10.5889684 44.9826089)
1209,SARTIRANA LOMELLINA,POINT (8.6627493 45.1062112)
1210,SAMOLACO,POINT (9.377259 46.2447009)
1211,MORBEGNO,POINT (9.5939528 46.1305569)
1212,MACCAGNO CON PINO E VEDDASCA,POINT (8.7807335 46.0737016)
1213,BIANDRONNO,POINT (8.7138111 45.8136002)
1214,VILLACHIARA,POINT (9.9157766 45.3562927)
1215,BINASCO,POINT (9.1038591 45.3304226)
1216,SCANDOLARA RAVARA,POINT (10.3080194 45.0451996)
1217,PONTE IN VALTELLINA,POINT (9.9914219 46.1544114)
1218,PEDRENGO,POINT (9.7399038 45.6959816)
1219,GAZZANIGA,POINT (9.802887 45.8138465)
1220,RONAGO,POINT (8.9839037 45.8300816)
1221,VILLA GUARDIA,POINT (9.0236207 45.7738047)
1222,CASTELCOVATI,POINT (9.9436996 45.4987693)
1223,MENAGGIO,POINT (9.2323686 46.0237672)
1224,BOVEGNO,POINT (10.2792705 45.8174821)
1225,CAVARIA CON PREMEZZO,POINT (8.7960783 45.6927392)
1226,AVERARA,POINT (9.628475 46.012445)
1227,CASATENOVO,POINT (9.3266427 45.6810706)
1228,VAREDO,POINT (9.1655928 45.5987232)
1229,RONCARO,POINT (9.2698144 45.2288971)
1230,CENATE SOTTO,POINT (9.8142214 45.7000193)
1231,BRENO,POINT (10.3855774 45.9414611)
1232,SAN BENEDETTO PO,POINT (10.9212914 45.0205856)
1233,CREMENAGA,POINT (8.7995319 45.9800663)
1234,SOLBIATE ARNO,POINT (8.8158631 45.7194069)
1235,CASALOLDO,POINT (10.4832166 45.2519827)
1236,BELGIOIOSO,POINT (9.3120849 45.1394088)
1237,CAMPAGNOLA CREMASCA,POINT (9.6712366 45.4022224)
1238,TORBOLE CASAGLIA,POINT (10.1140414 45.5019756)
1239,COLVERDE,POINT (9.0011995 45.8044899)
1240,GAGGIANO,POINT (9.0210123 45.3967623)
1241,LAMBRUGO,POINT (9.2458442 45.7610156)
1242,AMBIVERE,POINT (9.5394612 45.7213428)
1243,POGGIRIDENTI,POINT (9.9255975 46.1729656)
1244,PROVAGLIO VAL SABBIA,POINT (10.4420865 45.685366)
1245,CORTE DE' FRATI,POINT (10.1054489 45.2266317)
1246,CORNA IMAGNA,POINT (9.547574 45.8363186)
1247,NIARDO,POINT (10.3641422 45.9555048)
1248,RIVANAZZANO TERME,POINT (9.0230999 44.9339775)
1249,GRANDOLA ED UNITI,POINT (9.1955441 46.0508554)
1250,CASTREZZATO,POINT (9.980548 45.509607)
1251,MAZZO DI VALTELLINA,POINT (10.2524277 46.2614742)
1252,ROVESCALA,POINT (9.3470642 45.0104902)
1253,LAGLIO,POINT (9.1315831 45.8883664)
1254,TERRANOVA DEI PASSERINI,POINT (9.676214 45.2041446)
1255,PIURO,POINT (9.4419715 46.3967574)
1256,LOGRATO,POINT (10.0751778 45.4850049)
1257,FAGGETO LARIO,POINT (9.1708144 45.85802)
1258,POGLIANO MILANESE,POINT (8.990315 45.5366847)
1259,MIRADOLO TERME,POINT (9.447724 45.1798629)
1260,TAVERNOLE SUL MELLA,POINT (10.2074459 45.7479364)
1261,PONTOGLIO,POINT (9.8579085 45.5632047)
1262,TORLINO VIMERCATI,POINT (9.5948664 45.4270856)
1263,SOLARO,POINT (9.0806803 45.6136682)
1264,CASTELLO DI BRIANZA,POINT (9.3483937 45.7564017)
1265,ALBIOLO,POINT (8.9408126 45.8056397)
1266,MARONE,POINT (10.1151758 45.7502897)
1267,MAZZANO,POINT (10.3526452 45.5030448)
1268,SAN GIORGIO DI LOMELLINA,POINT (8.7808896 45.1751755)
1269,CASTEL GOFFREDO,POINT (10.485121 45.3006922)
1270,LENO,POINT (10.2161237 45.3610479)
1271,SENNA COMASCO,POINT (9.100972 45.7610827)
1272,BOLGARE,POINT (9.8124458 45.6294862)
1273,RANICA,POINT (9.7098217 45.7283937)
1274,SERRAVALLE A PO,POINT (11.0819825 45.0742728)
1275,GRONTARDO,POINT (10.1466108 45.2014051)
1276,CANNETO PAVESE,POINT (9.2849809 45.0482141)
1277,ANGERA,POINT (8.5987641 45.7715767)
1278,COZZO,POINT (8.616945 45.2072228)
1279,CREMONA,POINT (10.0260679 45.1364777)
1280,BREMBATE DI SOPRA,POINT (9.5800895 45.7156076)
1281,MANTELLO,POINT (9.4812481 46.1599931)
1282,ARLUNO,POINT (8.9488986 45.5070139)
1283,COLLE BRIANZA,POINT (9.3809034 45.761818)
1284,CEVO,POINT (10.4265839 46.0668886)
1285,BRENNA,POINT (9.1837376 45.7397275)
1286,CURIGLIA CON MONTEVIASCO,POINT (8.8240572 46.0592251)
1287,SANT'ANGELO LODIGIANO,POINT (9.4016668 45.2297961)
1288,CASALE CREMASCO - VIDOLASCO,POINT (9.7160699 45.43706)
1289,DORIO,POINT (9.3412998 46.1051936)
1290,NIBIONNO,POINT (9.2617103 45.7514472)
1291,SARONNO,POINT (9.0380667 45.6273396)
1292,BREGNANO,POINT (9.0571343 45.6948945)
1293,CALUSCO D'ADDA,POINT (9.4814599 45.685651)
1294,SANTA GIULETTA,POINT (9.190665 45.0381417)
1295,MEDIGLIA,POINT (9.3415786 45.4107476)
1296,OSSONA,POINT (8.8939444 45.5038136)
1297,BIONE,POINT (10.3359312 45.6738386)
1298,CALOLZIOCORTE,POINT (9.4472945 45.7952284)
1299,BASTIDA PANCARANA,POINT (9.0885416 45.0981833)
1300,BARGHE,POINT (10.4059779 45.6800621)
1301,VEDESETA,POINT (9.5426987 45.9113211)
1302,CUNARDO,POINT (8.8014997 45.9340857)
1303,COLLIO,POINT (10.3547284 45.8283139)
1304,DOSSO DEL LIRO,POINT (9.2388464 46.1955646)
1305,DELEBIO,POINT (9.444091 46.1154255)
1306,ROE' VOLCIANO,POINT (10.4983056 45.6182054)
1307,LENTATE SUL SEVESO,POINT (9.1209592 45.6748549)
1308,CASANOVA LONATI,POINT (9.2158232 45.0950308)
1309,CODEVILLA,POINT (9.057735 44.9664021)
1310,SAN GIOVANNI IN CROCE,POINT (10.3799513 45.0747485)
1311,ROBECCO D'OGLIO,POINT (10.0623008 45.2572151)
1312,RANCIO VALCUVIA,POINT (8.7728909 45.91248)
1313,MAGREGLIO,POINT (9.2450141 45.9184072)
1314,VILLA D'OGNA,POINT (9.9358461 45.9074937)
1315,POMPONESCO,POINT (10.5937255 44.9465258)
1316,PRESEGLIE,POINT (10.3853118 45.6686904)
1317,CARENNO,POINT (9.4750966 45.8055939)
1318,NERVIANO,POINT (8.979052 45.5492438)
1319,VEROLANUOVA,POINT (10.0771252 45.3375011)
1320,CODOGNO,POINT (9.6942845 45.1667183)
1321,DAVERIO,POINT (8.7642623 45.7729859)
1322,PLESIO,POINT (9.2159143 46.0653807)
1323,INCUDINE,POINT (10.3687676 46.233333)
1324,VAL REZZO,POINT (9.1008972 46.0702358)
1325,GARDONE VAL TROMPIA,POINT (10.1748964 45.7079842)
1326,CREMENO,POINT (9.4622225 45.9172622)
1327,SORISOLE,POINT (9.6487876 45.7503076)
1328,ALBINO,POINT (9.81988 45.7589511)
1329,CIVIDATE CAMUNO,POINT (10.2657836 45.9405796)
1330,LOZIO,POINT (10.2409199 45.9973107)
1331,CAMBIAGO,POINT (9.4208655 45.5719022)
1332,CANEGRATE,POINT (8.9256941 45.5670721)
1333,MUSSO,POINT (9.2691086 46.1123547)
1334,CASARILE,POINT (9.1017709 45.3146272)
1335,BERZO DEMO,POINT (10.3478528 46.1031474)
1336,CISLAGO,POINT (8.9615976 45.6566574)
1337,MANTOVA,POINT (10.8135892 45.1443943)
1338,GUSSOLA,POINT (10.3390375 45.0058045)
1339,CORNOVECCHIO,POINT (9.8072223 45.1451429)
1340,CORNALE E BASTIDA,POINT (8.911636 45.0625594)
1341,SERINA,POINT (9.736973 45.8858629)
1342,VERDERIO,POINT (9.4417456 45.6629705)
1343,PIZZALE,POINT (9.053126 45.0467924)
1344,CALVIGNASCO,POINT (9.0248768 45.3256802)
1345,VERCURAGO,POINT (9.4267986 45.8096889)
1346,VERANO BRIANZA,POINT (9.2235951 45.6849404)
1347,CERVESINA,POINT (9.0132395 45.0625993)
1348,MONTU' BECCARIA,POINT (9.3300323 45.0313957)
1349,BUSNAGO,POINT (9.4637479 45.6104081)
1350,PONTE SAN PIETRO,POINT (9.5791587 45.7001669)
1351,LUNGAVILLA,POINT (9.0816576 45.0350564)
1352,ASSAGO,POINT (9.1368 45.3992997)
1353,SAN MARTINO IN STRADA,POINT (9.5361015 45.2770077)
1354,GUARDAMIGLIO,POINT (9.6684858 45.1105802)
1355,TURATE,POINT (9.0036352 45.6623097)
1356,MONGUZZO,POINT (9.2245687 45.7774729)
1357,BONATE SOTTO,POINT (9.5618817 45.6608191)
1358,CASALZUIGNO,POINT (8.7073278 45.9116322)
1359,CARONNO PERTUSELLA,POINT (9.0455797 45.5944834)
1360,COLOGNO MONZESE,POINT (9.2841671 45.5330385)
1361,COMMESSAGGIO,POINT (10.5670059 45.0379711)
1362,AZZIO,POINT (8.7103361 45.8884964)
1363,PASSIRANO,POINT (10.0567167 45.5924096)
1364,LARDIRAGO,POINT (9.2519704 45.2396523)
1365,VISANO,POINT (10.3672471 45.3133138)
1366,CORNAREDO,POINT (9.0247002 45.4882025)
1367,VARANO BORGHI,POINT (8.7030768 45.771093)
1368,BIANZONE,POINT (10.0986386 46.2000937)
1369,VIGNATE,POINT (9.3774697 45.4951167)
1370,CASTELMARTE,POINT (9.2434268 45.835886)
1371,COSTA VOLPINO,POINT (10.0895423 45.838174)
1372,CASTRO,POINT (10.0656172 45.8004436)
1373,ALZATE BRIANZA,POINT (9.1856854 45.760918)
1374,ROMANENGO,POINT (9.7901394 45.3840528)
1375,BINAGO,POINT (8.9200414 45.7735395)
1376,LUZZANA,POINT (9.8679607 45.7213356)
1377,CURTATONE,POINT (10.7131421 45.1096811)
1378,CERESARA,POINT (10.560141 45.2505937)
1379,LONGONE AL SEGRINO,POINT (9.257786 45.8239225)
1380,CASALMAIOCCO,POINT (9.3718615 45.3585716)
1381,FAEDO VALTELLINO,POINT (9.9034749 46.1415436)
1382,MOZZATE,POINT (8.9494031 45.6805773)
1383,TRIVOLZIO,POINT (9.0468353 45.2621994)
1384,CIRIMIDO,POINT (9.0131837 45.6948924)
1385,POMPIANO,POINT (9.9964149 45.4191888)
1386,CERVENO,POINT (10.2849517 46.0134581)
1387,MULAZZANO,POINT (9.4067 45.3686718)
1388,BORGO DI TERZO,POINT (9.8765992 45.7250334)
1389,SELVINO,POINT (9.7478872 45.7847981)
1390,SAN NAZZARO VAL CAVARGNA,POINT (9.1357204 46.1036753)
1391,ORIO LITTA,POINT (9.5515393 45.1544711)
1392,BORDOLANO,POINT (9.9807459 45.2917346)
1393,VILLANTERIO,POINT (9.3613048 45.2272114)
1394,POGNANA LARIO,POINT (9.1646624 45.8819863)
1395,TRIBIANO,POINT (9.3729617 45.4047259)
1396,CINGIA DE' BOTTI,POINT (10.2657698 45.0805104)
1397,VALLE LOMELLINA,POINT (8.6711863 45.1555438)
1398,SAN CIPRIANO PO,POINT (9.2831756 45.1110247)
1399,LANGOSCO,POINT (8.5586611 45.2158517)
1400,GHEDI,POINT (10.2708031 45.3945272)
1401,NOVIGLIO,POINT (9.0680642 45.3634662)
1402,NUVOLENTO,POINT (10.3814565 45.5405424)
1403,ALBIATE,POINT (9.2513061 45.6544665)
1404,TREVIOLO,POINT (9.606696 45.6729331)
1405,CALCIO,POINT (9.8453989 45.5033115)
1406,CERMENATE,POINT (9.083256 45.7007569)
1407,PREMANA,POINT (9.4575175 46.0532744)
1408,CASTELNUOVO BOZZENTE,POINT (8.9417587 45.7584961)
1409,PINAROLO PO,POINT (9.17128 45.0789132)
1410,CORANA,POINT (8.9634298 45.067433)
1411,LAINO,POINT (9.1022147 45.9830055)
1412,STROZZA,POINT (9.5805226 45.7703057)
1413,LEGNANO,POINT (8.9059818 45.595806)
1414,DOLZAGO,POINT (9.3431981 45.769176)
1415,CASTEL GABBIANO,POINT (9.7175858 45.4702316)
1416,ARZAGO D'ADDA,POINT (9.5656935 45.4740048)
1417,LENNA,POINT (9.682635 45.9313786)
1418,CASTIRAGA VIDARDO,POINT (9.3977549 45.2644801)
1419,VILLA CORTESE,POINT (8.8866559 45.56806)
1420,MERCALLO,POINT (8.6720554 45.751954)
1421,RETORBIDO,POINT (9.0493464 44.9462939)
1422,BRESSANA BOTTARONE,POINT (9.1249625 45.0835699)
1423,CUVIO,POINT (8.7334211 45.8862215)
1424,ORIO AL SERIO,POINT (9.6956204 45.6692936)
1425,ORNAGO,POINT (9.4241173 45.6003284)
1426,REDAVALLE,POINT (9.2071101 45.0477769)
1427,MOZZO,POINT (9.6098586 45.7016746)
1428,ARCONATE,POINT (8.8407426 45.5426549)
1429,CARDANO AL CAMPO,POINT (8.7555616 45.6469946)
1430,MADONE,POINT (9.5457941 45.6506531)
1431,GORLE,POINT (9.7141864 45.701057)
1432,MALGRATE,POINT (9.3792134 45.8474774)
1433,BORGOSATOLLO,POINT (10.236743 45.4814918)
1434,GROMO,POINT (9.9702504 45.9738242)
1435,LOCATELLO,POINT (9.5305533 45.8415442)
1436,ZENEVREDO,POINT (9.3394976 45.0554438)
1437,SESTO ED UNITI,POINT (9.9264721 45.1864731)
1438,CASTEL ROZZONE,POINT (9.6193732 45.5526785)
1439,CAMERATA CORNELLO,POINT (9.6410391 45.9141042)
1440,RONCOFERRARO,POINT (10.9521764 45.1209009)
1441,SAN FERMO DELLA BATTAGLIA,POINT (9.0405881 45.8072292)
1442,LOVERE,POINT (10.0677543 45.8225092)
1443,ZANICA,POINT (9.7051966 45.6362809)
1444,GORDONA,POINT (9.3193406 46.2796375)
1445,BOSSICO,POINT (10.047116 45.8425527)
1446,BORGO SAN GIACOMO,POINT (9.984 45.3456379)
1447,CERNUSCO LOMBARDONE,POINT (9.390571 45.6920427)
1448,BELLANO,POINT (9.3216327 46.0459774)
1449,VIGANO SAN MARTINO,POINT (9.8891954 45.7306769)
1450,ORNICA,POINT (9.5635477 45.9934963)
1451,TREMEZZINA,POINT (9.184632 45.9833248)
1452,ALBANO SANT'ALESSANDRO,POINT (9.77294 45.6874046)
1453,SCHILPARIO,POINT (10.1831536 46.0217801)
1454,BEDULITA,POINT (9.5443084 45.7932107)
1455,ORZIVECCHI,POINT (9.9638149 45.4247299)
1456,QUISTELLO,POINT (10.9939677 44.9991097)
1457,CAZZAGO BRABBIA,POINT (8.7298179 45.8032499)
1458,POZZO D'ADDA,POINT (9.4968806 45.572447)
1459,MONTORFANO,POINT (9.1460518 45.7815302)
1460,GANDOSSO,POINT (9.8963494 45.6614268)
1461,BOLLATE,POINT (9.1158496 45.5496813)
